Point ID,Density,Eddy_Viscosity,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Nu_Tilde,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient_0,Skin_Friction_Coefficient_1,Skin_Friction_Coefficient_2,Skin_Friction_Coefficient_Magnitude,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude,Y_Plus
458,0.889186,0,187257,-0,1.81476e-05,0,0,0,0,0,0,0.756176,-1,0.0568038,1.255,74902.8,-0.308556,0.00203559,8.76854e-25,-0.00037815,0.00207042,293.451,0,0,0,0,0.38014
459,0.889249,0,187278,-0,1.81482e-05,0,0,0,0,0,0,0.766877,-1,0.0547932,1.26139,74911.3,-0.288577,0.00203813,-7.67981e-25,-0.0003868,0.0020745,293.464,0,0,0,0,0.380265
460,0.889307,0,187298,-0,1.81488e-05,0,0,0,0,0,0,0.777027,-1,0.0528466,1.2675,74919.2,-0.270123,0.00204071,-7.44291e-25,-0.000395065,0.0020786,293.475,0,0,0,0,0.380413
461,0.88936,0,187316,-0,1.81493e-05,0,0,0,0,0,0,0.786668,-1,0.0509618,1.27336,74926.4,-0.253065,0.00204334,2.06077e-24,-0.000402983,0.0020827,293.486,0,0,0,0,0.380584
462,0.889408,0,187333,-0,1.81498e-05,0,0,0,0,0,0,0.795839,-1,0.0491366,1.27897,74933.2,-0.237279,0.00204602,1.96874e-24,-0.00041058,0.00208681,293.497,0,0,0,0,0.380776
463,0.889451,0,187348,-0,1.81503e-05,0,0,0,0,0,0,0.804572,-1,0.0473689,1.28436,74939.4,-0.222658,0.00204873,5.32342e-25,-0.000417882,0.00209091,293.507,0,0,0,0,0.380987
464,0.88949,0,187363,-0,1.81508e-05,0,0,0,0,0,0,0.8129,-1,0.0456565,1.28953,74945.1,-0.209098,0.00205145,2.09716e-24,-0.000424907,0.00209499,293.517,0,0,0,0,0.381215
465,0.889526,0,187376,-0,1.81512e-05,0,0,0,0,0,0,0.820851,-1,0.0439973,1.2945,74950.5,-0.196513,0.00205416,1.06085e-24,-0.000431673,0.00209903,293.526,0,0,0,0,0.381457
466,0.889558,0,187389,-0,1.81516e-05,0,0,0,0,0,0,0.828449,-1,0.0423891,1.29928,74955.5,-0.184818,0.00205685,-3.92549e-25,-0.000438193,0.00210301,293.535,0,0,0,0,0.381711
467,0.889588,0,187400,-0,1.8152e-05,0,0,0,0,0,0,0.835718,-1,0.0408298,1.30388,74960.1,-0.173936,0.0020595,0,-0.00044448,0.00210691,293.543,0,0,0,0,0.381974
468,0.889615,0,187411,-0,1.81524e-05,0,0,0,0,0,0,0.842681,-1,0.0393176,1.3083,74964.4,-0.163803,0.00206208,0,-0.000450544,0.00211072,293.551,0,0,0,0,0.382246
469,0.88964,0,187421,-0,1.81527e-05,0,0,0,0,0,0,0.849355,-1,0.0378504,1.31257,74968.4,-0.154346,0.00206459,-2.37618e-25,-0.000456397,0.00211443,293.558,0,0,0,0,0.382524
470,0.889664,0,187430,-0,1.81531e-05,0,0,0,0,0,0,0.855759,-1,0.0364264,1.31668,74972.2,-0.145514,0.00206702,-2.04108e-25,-0.000462051,0.00211803,293.565,0,0,0,0,0.382808
471,0.889686,0,187439,-0,1.81534e-05,0,0,0,0,0,0,0.86191,-1,0.0350438,1.32065,74975.7,-0.137257,0.00206937,5.7082e-25,-0.000467514,0.00212153,293.572,0,0,0,0,0.383097
472,0.889706,0,187447,-0,1.81537e-05,0,0,0,0,0,0,0.867823,-1,0.033701,1.32448,74979,-0.129536,0.00207164,1.32419e-25,-0.000472793,0.0021249,293.578,0,0,0,0,0.383391
473,0.889724,0,187455,-0,1.8154e-05,0,0,0,0,0,0,0.873511,-1,0.0323962,1.32818,74982.1,-0.122305,0.00207381,-2.33803e-25,-0.000477899,0.00212816,293.584,0,0,0,0,0.383688
474,0.889741,0,187462,-0,1.81543e-05,0,0,0,0,0,0,0.878988,-1,0.031128,1.33176,74985,-0.115523,0.00207588,0,-0.000482836,0.0021313,293.59,0,0,0,0,0.383987
475,0.889757,0,187469,-0,1.81545e-05,0,0,0,0,0,0,0.884265,-1,0.0298949,1.33522,74987.7,-0.109151,0.00207785,-6.9037e-26,-0.000487611,0.0021343,293.595,0,0,0,0,0.384289
