"Time_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     ,   "relrms[Rho]"  ,  "relrms[RhoU]"  ,  "relrms[RhoV]"  ,  "relrms[RhoE]"  ,   "relrms[nu]"   , "tavg[RefForce]" ,    "tavg[CD]"    ,    "tavg[CL]"    ,    "tavg[CSF]"   ,    "tavg[CMx]"   ,    "tavg[CMy]"   ,    "tavg[CMz]"   ,    "tavg[CFx]"   ,    "tavg[CFy]"   ,    "tavg[CFz]"   ,   "tavg[CEff]"   ,  "tavg[Buffet]"  ,"Cauchy[tavg[CD]]","Cauchy[tavg[CL]]"
        544,           9,      -8.283251909,      -5.013407403,      -5.226335842,      -2.703635552,      -4.350344495,      0.9329898399,      0.3441083328,      0.8509704629,                 0,                 0,                 0,      0.1111982834,     0.08027275035,      0.9143946407,                 0,       2.472972555,      0.7534945285,      -2.974439926,      -2.431901524,      -2.774425522,      -2.888727755,      -3.280196492,      0.9122567324,      0.3267927407,      0.7547529842,                 0,                 0,                 0,     0.06570070845,      0.0918450355,      0.8173188191,                 0,       2.244956418,      0.7076398738,    0.001279897892,    0.008227691406
        545,           9,      -8.279287575,      -5.060970129,      -5.255985203,      -2.722280142,      -4.389824195,      0.9329898399,      0.3496491666,      0.8778330687,                 0,                 0,                 0,      0.1209128267,     0.07771761017,      0.9417034614,                 0,       2.510611071,      0.7880932029,      -2.971091457,      -2.478666479,      -2.801652256,      -2.907535128,      -3.320800919,      0.9127074521,      0.3255336827,      0.7472779475,                 0,                 0,                 0,     0.06300707846,     0.09282648156,       0.809802293,                 0,       2.232145405,      0.7085140558,    0.001301793852,    0.008234674325
        546,           9,      -8.275700465,      -5.032908634,      -5.320712228,      -2.720702617,      -4.415219459,      0.9329898399,      0.3545122774,      0.9011798309,                 0,                 0,                 0,      0.1288366924,     0.07554229346,      0.9654519171,                 0,       2.542027141,      0.7561136982,      -2.967577971,      -2.449725162,      -2.864654615,      -2.905805072,      -3.346776879,      0.9131389923,      0.3243322139,       0.740233896,                 0,                 0,                 0,     0.06050853665,     0.09373699263,      0.8027147576,                 0,        2.22018595,       0.709760771,    0.001307139978,    0.008149876861
        547,           9,      -8.262971766,       -5.04814028,      -5.352175333,      -2.712343103,      -4.411259631,      0.9329898399,      0.3583538886,      0.9192679754,                 0,                 0,                 0,      0.1344012559,     0.07392758292,      0.9838728742,                 0,       2.565251849,      0.7561136982,      -2.954507124,      -2.464209693,      -2.895256068,      -2.897191967,      -3.343162395,      0.9135525516,      0.3231980905,      0.7336691715,                 0,                 0,                 0,     0.05821859924,     0.09457176474,      0.7961052947,                 0,       2.209167435,      0.7113312243,    0.001297277243,     0.00798117717
        548,           9,      -8.251317196,       -5.12565139,      -5.351699514,      -2.708753805,      -4.447276857,      0.9329898399,       0.361072203,      0.9313558365,                 0,                 0,                 0,      0.1371626762,     0.07299297131,      0.9962273115,                 0,       2.579417161,      0.7923727606,      -2.942553291,      -2.541374594,      -2.894502502,      -2.893517651,      -3.378700297,       0.913949231,      0.3221400373,      0.7276248686,                 0,                 0,                 0,     0.05614842134,     0.09532712656,      0.7900157543,                 0,        2.19916235,      0.7131731068,    0.001273502761,    0.007736515222
        549,           9,      -8.250752331,      -5.169781947,      -5.458507582,      -2.700795518,      -4.476298898,      0.9329898399,      0.3624999728,      0.9364238783,                 0,                 0,                 0,      0.1368117122,     0.07287660236,       1.001491343,                 0,       2.583238479,      0.7540789029,      -2.942143065,      -2.585613436,      -3.001140135,      -2.885769227,      -3.407950064,      0.9143300431,      0.3211657159,       0.722134897,                 0,                 0,                 0,     0.05430677459,     0.09600049068,      0.7844808043,                 0,       2.190226617,      0.7152333289,    0.001237060264,    0.007423783262
        550,           9,      -8.252015663,      -5.193131725,      -5.623950143,      -2.694130484,      -4.536227109,      0.9329898399,      0.3625599407,      0.9339792964,                 0,                 0,                 0,      0.1331375638,      0.0736486765,      0.9991711111,                 0,       2.576068649,      0.7588896648,      -2.944126429,      -2.609328728,       -3.16618765,      -2.879567107,      -3.469233359,      0.9146959215,      0.3202816719,      0.7172259811,                 0,                 0,                 0,     0.05269999288,     0.09659030333,      0.7795279152,                 0,       2.182400024,      0.7174604667,    0.001189142826,    0.007050764475
        551,           9,      -8.251816242,      -5.253315404,      -5.775642034,      -2.701672704,      -4.562016008,      0.9329898399,      0.3611839387,      0.9237687456,                 0,                 0,                 0,      0.1262564577,     0.07531807542,      0.9890044087,                 0,       2.557613024,      0.7522842683,      -2.944848974,      -2.669860835,      -3.317187976,      -2.887554291,      -3.496762045,      0.9150477276,      0.3194932712,       0.712917618,                 0,                 0,                 0,     0.05133189878,     0.09709599542,       0.775177301,                 0,       2.175706752,      0.7198064695,    0.001130905176,     0.00662511188
        552,           9,       -8.25142183,      -5.408541218,      -5.866970541,      -2.728311268,      -4.653528767,      0.9329898399,      0.3583943052,      0.9060661166,                 0,                 0,                 0,      0.1165066474,     0.07782608342,      0.9712596905,                 0,       2.528126434,      0.7522842683,      -2.944997165,      -2.825516281,      -3.408023963,      -2.914253664,      -3.590090032,       0.915386258,      0.3188046338,       0.709222021,                 0,                 0,                 0,     0.05020372589,     0.09751793616,       0.771441846,                 0,       2.170155986,      0.7222275285,    0.001063481226,    0.006154354748
        553,           9,      -8.256044279,      -5.492387416,      -5.546065911,      -2.748178904,      -4.727080188,      0.9329898399,      0.3543480836,       0.881758575,                 0,                 0,                 0,      0.1045424434,     0.08106349991,      0.9468312721,                 0,       2.488396624,      0.7384983115,      -2.949439871,      -2.910103112,      -3.087582882,      -2.933716305,      -3.665384477,      0.9157122503,      0.3182185755,      0.7061440802,                 0,                 0,                 0,     0.04931405381,     0.09785738865,      0.7683270497,                 0,       2.165742597,      0.7246845495,     0.00098800304,    0.005645920669
        554,           9,      -8.271015209,       -5.43705552,      -5.455395455,      -2.769024985,      -4.711426905,      0.9329898399,      0.3493830303,      0.8524271231,                 0,                 0,                 0,      0.0914150242,     0.08489108244,      0.9173298241,                 0,       2.439806885,      0.7344260311,      -2.963653132,       -2.85602076,      -2.998303942,       -2.95395014,      -3.651107433,      0.9160263883,       0.317736564,       0.703681371,                 0,                 0,                 0,      0.0486587731,     0.09811646528,      0.7658310226,                 0,       2.162447896,        0.72714331,   0.0009056176703,    0.005107161325
        555,           9,      -8.276485781,      -5.345909287,      -5.259093342,      -2.776866299,       -4.64943864,      0.9329898399,      0.3436923962,      0.8196101888,                 0,                 0,                 0,     0.07770535176,     0.08904384492,      0.8842830534,                 0,       2.384720168,      0.7264704054,      -2.968291434,      -2.766525438,      -2.804207859,      -2.961330567,      -3.589817229,      0.9163293071,      0.3173586959,      0.7018242424,                 0,                 0,                 0,     0.04823109704,      0.0982980801,      0.7639445638,                 0,       2.160240478,      0.7295743477,   0.0008174986743,     0.00454537051
        556,           9,      -8.272585498,       -5.16066363,      -5.123367313,      -2.763226073,      -4.604090979,      0.9329898399,      0.3378584467,      0.7855302182,                 0,                 0,                 0,     0.06488790323,     0.09342883046,      0.8499865336,                 0,       2.325027614,      0.6838959559,      -2.964097472,      -2.583163907,      -2.671357368,        -2.9477033,      -3.544531555,      0.9166215971,       0.317083701,      0.7005560139,                 0,                 0,                 0,     0.04802163512,     0.09840589521,      0.7626513501,                 0,       2.159077149,      0.7319526614,   0.0007248512985,    0.003967788209
        557,           9,      -8.293899161,      -5.161279897,      -4.955942983,      -2.788403624,      -4.557806672,      0.9329898399,      0.3319256435,      0.7514427574,                 0,                 0,                 0,     0.05295423286,      0.0977214715,       0.815653949,                 0,       2.263888832,      0.7113094129,      -2.985980197,      -2.585760032,      -2.506982106,      -2.973418158,      -3.499149329,      0.9169038082,      0.3169089766,      0.6998533023,                 0,                 0,                 0,     0.04801853758,     0.09844425843,      0.7619282592,                 0,       2.158903962,      0.7342573151,   0.0006289113994,    0.003381586918
        558,           9,      -8.286649467,      -4.891299038,      -4.982256211,      -2.739821732,      -4.534816859,      0.9329898399,      0.3262170487,      0.7189807815,                 0,                 0,                 0,     0.04247704149,      0.1017532784,      0.7829413754,                 0,       2.203995114,      0.6980055428,      -2.980037129,      -2.317513443,      -2.536006349,      -2.925708899,      -3.477153858,      0.9171764528,      0.3168306558,      0.6996864917,                 0,                 0,                 0,     0.04820771489,     0.09841813057,      0.7617458387,                 0,       2.159657356,      0.7364708684,   0.0005309381582,    0.002793837686
        559,           9,      -8.308923982,      -4.821469384,      -5.042043089,      -2.718099762,      -4.471558455,      0.9329898399,      0.3209827626,      0.6893301664,                 0,                 0,                 0,      0.0334974612,      0.1054167066,      0.7530559941,                 0,       2.147561323,      0.6510247726,      -3.003833545,      -2.248741554,      -2.597878321,      -2.904786549,      -3.414723673,      0.9174400093,      0.3168437071,      0.7000203469,                 0,                 0,                 0,       0.048573128,     0.09833300187,      0.7620689218,                 0,       2.161265412,      0.7385788765,   0.0004348111529,    0.002278226045
        560,           9,      -8.259955999,       -4.75475525,      -5.032517406,      -2.639395787,      -4.427638895,      0.9329898399,      0.3168046798,      0.6643577898,                 0,                 0,                 0,     0.02671991916,      0.1087224025,      0.7279532384,                 0,       2.097058005,      0.6341836847,      -2.955836053,      -2.182298205,      -2.590067777,       -2.82629277,      -3.371691082,      0.9176949245,      0.3169420637,      0.7008147563,                 0,                 0,                 0,     0.04909713605,     0.09819479784,       0.762857376,                 0,       2.163649207,      0.7405695427,   0.0003562424055,    0.001866775393
        561,           9,      -8.213968688,      -4.724925488,      -5.047268655,      -2.597416123,      -4.384355516,      0.9329898399,      0.3128143373,       0.641821603,                 0,                 0,                 0,     0.02088303789,      0.1114953622,      0.7052351125,                 0,       2.051765302,      0.6546783609,      -2.909677942,      -2.152393355,      -2.606631608,      -2.783740082,      -3.328984778,      0.9179416167,      0.3171187749,      0.7020255823,                 0,                 0,                 0,     0.04976088462,      0.0980097764,        0.76406696,                 0,       2.166724265,      0.7424332546,   0.0002950734575,    0.001557021682
        562,           9,       -8.23208924,      -4.685299577,      -5.271735069,      -2.619058252,      -4.334470749,      0.9329898399,      0.3102003043,      0.6263862369,                 0,                 0,                 0,     0.01666513477,      0.1135084144,      0.6897099291,                 0,        2.01929601,      0.6248361958,      -2.926654402,      -2.113079815,      -2.833272586,      -2.804406181,      -3.280420697,      0.9181804774,      0.3173661783,      0.7036055911,                 0,                 0,                 0,     0.05054471631,      0.0977844196,      0.7656502637,                 0,       2.170402064,      0.7441620781,   0.0002509500582,    0.001345462868
        563,           9,      -8.228784514,      -4.647663515,      -5.085332581,      -2.616965427,      -4.279743534,      0.9329898399,      0.3072039751,      0.6107938514,                 0,                 0,                 0,     0.01356908573,      0.1152017829,      0.6739228149,                 0,       1.988235508,      0.6429419112,      -2.921802511,      -2.076530692,      -2.649200772,      -2.801291032,        -3.2267698,      0.9184118737,      0.3176760809,      0.7055054245,                 0,                 0,                 0,      0.0514285836,     0.09752532337,      0.7675576902,                 0,       2.174591581,      0.7457494416,   0.0002233344891,    0.001227652132
        564,           9,       -8.20603975,      -4.639021144,      -4.852899547,      -2.558918207,      -4.253396136,      0.9329898399,      0.3068283659,      0.6089390086,                 0,                 0,                 0,     0.01090569999,      0.1153848896,      0.6720392024,                 0,       1.984624227,      0.6381311492,      -2.897871785,      -2.069771578,      -2.419044618,      -2.742542398,       -3.20059081,      0.9186361501,      0.3180399444,      0.7076745794,                 0,                 0,                 0,     0.05239244511,     0.09723908821,      0.7697384467,                 0,       2.179200829,      0.7471899377,   0.0002115196866,    0.001198296695
        565,           9,       -8.15079268,      -4.623555116,      -4.525600435,      -2.490380086,      -4.268476834,      0.9329898399,      0.3039073498,      0.5954125245,                 0,                 0,                 0,     0.01115406592,      0.1165462692,      0.6582497389,                 0,       1.959190934,      0.7062671721,      -2.842259477,      -2.056447848,       -2.09351939,       -2.67382037,      -3.215159053,      0.9188536302,      0.3184490657,      0.7100623569,                 0,                 0,                 0,     0.05341663093,     0.09693221433,      0.7721415052,                 0,       2.184138353,      0.7484791986,   0.0002146450155,    0.001251361588
        566,           9,      -8.188115857,      -4.662230966,      -4.848513932,      -2.531997824,      -4.275100371,      0.9329898399,      0.3049778435,      0.6039342515,                 0,                 0,                 0,     0.01077337921,      0.1150784756,       0.666712089,                 0,       1.980256154,      0.7434450067,      -2.879991326,      -2.096502902,      -2.417455815,      -2.715683801,      -3.221723189,      0.9190646184,      0.3188947489,      0.7126187616,                 0,                 0,                 0,     0.05448216533,     0.09661100286,      0.7747165123,                 0,       2.189314661,      0.7496138814,   0.0002317138331,    0.001380179206
        567,           9,      -8.204799451,       -4.63856393,      -5.190776398,      -2.566002401,      -4.264414555,      0.9329898399,      0.3038025921,      0.6027657385,                 0,                 0,                 0,     0.01275446601,      0.1142962172,      0.6652510242,                 0,       1.984070427,      0.8450984991,      -2.897210182,      -2.072756004,      -2.760097755,      -2.749977647,      -3.210550945,      0.9192694011,      0.3193684598,      0.7152953117,                 0,                 0,                 0,     0.05557104308,     0.09628146737,      0.7774146095,                 0,        2.19464353,      0.7505918147,   0.0002616124879,    0.001577563057
        568,           9,      -8.208265345,      -4.634231826,      -5.462182004,      -2.583664284,      -4.269288916,      0.9329898399,      0.3040564241,      0.6106576679,                 0,                 0,                 0,     0.01552708535,      0.1122315811,      0.6728723272,                 0,       2.008369564,      0.8450984991,      -2.900641705,      -2.067079632,      -3.031539553,       -2.76758257,       -3.21412402,       0.919468248,      0.3198619631,      0.7180457513,                 0,                 0,                 0,     0.05666645654,     0.09594925621,      0.7801891544,                 0,       2.200043175,      0.7514123002,   0.0003031307374,    0.001835925959
        569,           9,      -8.193236918,      -4.632115154,      -5.201392863,      -2.544777394,      -4.245862209,      0.9329898399,      0.3044344023,      0.6191425256,                 0,                 0,                 0,     0.01996904316,      0.1101123111,      0.6810969471,                 0,       2.033746912,      0.8660080298,      -2.884942943,      -2.063068475,      -2.770532599,      -2.728276447,      -3.189596496,      0.9196614136,      0.3203674387,      0.7208266598,                 0,                 0,                 0,     0.05775297262,     0.09561958592,      0.7829963372,                 0,       2.205437281,       0.752076515,   0.0003523731526,     0.00208063129
        570,           9,      -8.216662125,      -4.672226578,      -5.194373442,      -2.539568551,      -4.288434784,      0.9329898399,      0.3061122696,       0.634143516,                 0,                 0,                 0,      0.0253904359,      0.1073309985,      0.6959330264,                 0,       2.071604372,      0.8551874251,       -2.90764923,      -2.101451856,      -2.762654319,      -2.722662367,      -3.230718701,       0.919849138,      0.3208775751,      0.7235979409,                 0,                 0,                 0,     0.05881666339,     0.09529718759,      0.7857956759,                 0,       2.210755843,      0.7525878479,   0.0003935511408,    0.002278318461
        571,           9,      -8.251232958,      -4.733327172,       -5.35405615,      -2.578735805,       -4.25880428,      0.9329898399,      0.3078860764,      0.6499774005,                 0,                 0,                 0,     0.03227672134,      0.1043979185,      0.7115936564,                 0,       2.111097092,      0.8740035312,      -2.941973322,      -2.161301492,      -2.920775056,      -2.761684337,      -3.201055527,      0.9200316477,      0.3213856415,      0.7263231972,                 0,                 0,                 0,     0.05984519377,     0.09498626615,      0.7885503957,                 0,       2.215935837,      0.7529520183,   0.0004266866611,    0.002429761488
        572,           9,      -8.271634731,      -4.833134104,      -5.692050369,      -2.665968101,      -4.277556146,      0.9329898399,      0.3106605209,      0.6703710698,                 0,                 0,                 0,     0.04037105413,      0.1010886012,      0.7319073884,                 0,       2.157889479,      0.8394048569,       -2.96247031,      -2.260016374,      -3.256628732,      -2.848889158,      -3.219716935,      0.9202091572,      0.3218855407,      0.7289699971,                 0,                 0,                 0,     0.06082787115,     0.09469047272,      0.7912276994,                 0,       2.220921707,      0.7531770019,   0.0004519362378,    0.002536440597
        573,           9,      -8.276840458,       -4.75941839,      -5.730186903,      -2.673769284,      -4.268848195,      0.9329898399,      0.3142417423,      0.6929512725,                 0,                 0,                 0,     0.04990857867,     0.09791152787,      0.7545479914,                 0,       2.205153483,      0.8199868825,      -2.967563833,      -2.185007027,      -3.292540572,      -2.856481857,       -3.21018683,      0.9203818691,      0.3223718444,      0.7315100434,                 0,                 0,                 0,     0.06175566125,      0.0944128896,      0.7937989392,                 0,       2.225665677,      0.7532728144,   0.0004695763514,    0.002600461886
        574,           9,      -8.290669757,      -4.723320647,      -5.387040872,      -2.671351015,      -4.326044381,      0.9329898399,       0.319161073,      0.7208318662,                 0,                 0,                 0,     0.05999616875,     0.09446441049,      0.7826486089,                 0,       2.258520625,      0.7973793545,       -2.98066598,      -2.147301262,       -2.94766233,      -2.853579909,      -3.266666109,      0.9205499754,      0.3228398142,      0.7339192517,                 0,                 0,                 0,     0.06262117562,     0.09415602695,      0.7962396977,                 0,         2.2301279,      0.7532511726,   0.0004799869791,    0.002624467225
        575,           9,      -8.289220906,      -4.752908089,      -5.082523783,      -2.657402186,      -4.325528975,      0.9329898399,      0.3239842868,      0.7476541767,                 0,                 0,                 0,     0.07119711944,      0.0912347881,      0.8097090832,                 0,       2.307686537,      0.7720917107,      -2.977977453,      -2.175286076,      -2.642006981,      -2.839071779,      -3.265282373,      0.9207136578,      0.3232854092,      0.7361777501,                 0,                 0,                 0,     0.06341863524,     0.09392183056,      0.7985297899,                 0,       2.234276446,      0.7531250483,   0.0004836343466,    0.002611539318
        576,           9,      -8.294475854,      -4.793955717,      -5.144499882,      -2.640228744,      -4.337209107,      0.9329898399,      0.3302193244,      0.7799945526,                 0,                 0,                 0,     0.08245622504,     0.08774197337,      0.8424592871,                 0,       2.362049993,      0.7941952521,      -2.982119617,      -2.215002805,      -2.703154301,      -2.821600075,      -3.275045488,      0.9208730888,      0.3237052847,      0.7382698139,                 0,                 0,                 0,     0.06414381434,      0.0937116993,      0.8006532001,                 0,       2.238087162,      0.7529081847,   0.0004810535853,    0.002565105227
        577,           9,      -8.283316275,      -4.861158179,      -5.170946823,      -2.646156908,      -4.290071626,      0.9329898399,      0.3357713191,       0.809061259,                 0,                 0,                 0,     0.09396214005,      0.0845530899,      0.8718791628,                 0,       2.409560355,      0.7641136973,        -2.9706453,      -2.281235614,      -2.728387858,      -2.827689991,      -3.227631398,      0.9210284317,      0.3240967815,      0.7401837422,                 0,                 0,                 0,     0.06479396759,     0.09352651098,      0.8025979615,                 0,       2.241543397,      0.7526146193,   0.0004728321629,     0.00248884305
        578,           9,      -8.270905087,      -4.924034151,        -5.1758762,      -2.666412622,      -4.289616214,      0.9329898399,      0.3415470942,      0.8392734714,                 0,                 0,                 0,      0.1052283441,     0.08124329501,      0.9024599184,                 0,       2.457270127,      0.7790193542,       -2.95884332,      -2.343395747,      -2.731433412,      -2.848439671,      -3.228070299,       0.921179842,      0.3244579076,      0.7419116884,                 0,                 0,                 0,     0.06536774371,     0.09336665502,      0.8043559876,                 0,       2.244635627,      0.7522582799,    0.000459594443,    0.002386593704
        579,           9,      -8.270440462,      -5.002207617,      -5.161630588,      -2.698261164,      -4.332821643,      0.9329898399,      0.3472319248,      0.8678345271,                 0,                 0,                 0,      0.1158121895,     0.07832928105,      0.9314350755,                 0,       2.499293599,      0.7880932029,      -2.959334679,      -2.420840964,      -2.714915766,      -2.880720189,      -3.272533406,      0.9213274669,       0.324787314,      0.7434494487,                 0,                 0,                 0,     0.06586508773,     0.09323207034,      0.8059228643,                 0,        2.24736099,      0.7518526535,   0.0004419875318,    0.002262278892
        580,           9,      -8.265711052,      -5.020241012,      -5.221763991,       -2.71078104,      -4.378993111,      0.9329898399,      0.3524896035,      0.8937269275,                 0,                 0,                 0,      0.1248912775,     0.07578701891,      0.9577332976,                 0,       2.535470319,      0.7951289443,       -2.95516304,      -2.438043892,      -2.773179097,      -2.893302934,      -3.319566445,      0.9214714468,      0.3250842628,      0.7447962168,                 0,                 0,                 0,     0.06628713416,     0.09312228707,      0.8072976044,                 0,        2.24972275,      0.7514105236,   0.0004206687778,    0.002119827586
        581,           9,      -8.262964713,      -4.997265198,      -5.353199713,      -2.708003093,      -4.389110468,      0.9329898399,      0.3570289528,      0.9154556278,                 0,                 0,                 0,      0.1319668295,     0.07377516307,      0.9798397343,                 0,        2.56409353,      0.7561136982,      -2.952273979,      -2.414246049,      -2.903514126,      -2.890255493,      -3.330207022,      0.9216119151,      0.3253485897,      0.7459543081,                 0,                 0,                 0,     0.06663609286,     0.09303647094,      0.8084823743,                 0,       2.251729698,      0.7509437974,   0.0003962948137,    0.001963111091
        582,           9,      -8.251935288,      -5.033405371,      -5.343611029,      -2.704143337,      -4.401995172,      0.9329898399,      0.3604932844,      0.9315060525,                 0,                 0,                 0,      0.1364486914,     0.07239542987,      0.9962017043,                 0,       2.583976159,      0.7561136982,      -2.940700165,      -2.449826178,      -2.893637647,      -2.886088468,      -3.343057059,      0.9217489985,      0.3255806605,      0.7469288622,                 0,                 0,                 0,     0.06691512878,     0.09297346937,      0.8094821961,                 0,       2.253395527,      0.7504634006,   0.0003695119836,    0.001795886516
        583,           9,      -8.244559954,      -5.106262116,      -5.379557337,      -2.700153397,      -4.416089414,      0.9329898399,      0.3627671796,      0.9410741381,                 0,                 0,                 0,      0.1379700271,     0.07177252912,       1.006016533,                 0,       2.594154574,      0.7540789029,      -2.932923163,      -2.522619696,      -2.929736455,      -2.882039593,      -3.356723538,       0.921882818,      0.3257813243,      0.7477275254,                 0,                 0,                 0,      0.0671282364,      0.0929318586,      0.8103046298,                 0,        2.25473816,       0.749979193,   0.0003409479904,    0.001621748198
        584,           9,      -8.247714641,      -5.134994033,      -5.514583395,       -2.69047966,      -4.470063047,      0.9329898399,      0.3637566643,      0.9434437296,                 0,                 0,                 0,      0.1362693888,      0.0720259766,       1.008571882,                 0,       2.593612219,      0.7540789029,      -2.936247194,      -2.551778366,      -3.064917029,      -2.872674876,      -3.411203923,      0.9220134889,      0.3259518604,      0.7483601175,                 0,                 0,                 0,     0.06728010972,     0.09290999101,      0.8109594406,                 0,       2.255779078,      0.7494999025,   0.0003112046229,    0.001444086582
        585,           9,      -8.247854799,      -5.173629592,      -5.680638595,      -2.687190456,      -4.502016224,      0.9329898399,      0.3632885868,      0.9380627952,                 0,                 0,                 0,      0.1312533562,     0.07315158474,       1.003289216,                 0,       2.582142213,      0.7518539233,      -2.937175671,      -2.591055744,      -3.230813289,      -2.869981359,      -3.444287911,      0.9221411209,      0.3260939227,      0.7488382878,                 0,                 0,                 0,      0.0673760088,     0.09290604238,      0.8114582521,                 0,       2.256542637,      0.7490331004,   0.0002808513481,    0.001266053769
        586,           9,      -8.252103402,      -5.231811947,      -5.848700089,      -2.698874098,      -4.574145733,      0.9329898399,       0.361331802,      0.9249332597,                 0,                 0,                 0,      0.1231391943,     0.07511900682,      0.9901612701,                 0,       2.559789243,      0.7522842683,      -2.942372527,       -2.64989202,      -3.398418638,      -2.882205515,      -3.518106556,      0.9222658188,      0.3262094806,      0.7491751629,                 0,                 0,                 0,     0.06742162427,     0.09291805827,      0.8118141933,                 0,       2.257055393,      0.7485852131,   0.0002504195914,    0.001090534904
        587,           9,      -8.250138644,      -5.423795457,      -5.785003143,      -2.729347975,      -4.612144836,      0.9329898399,      0.3579731727,      0.9046110738,                 0,                 0,                 0,      0.1123885426,     0.07784876585,      0.9697450989,                 0,       2.527035942,      0.7522842683,      -2.940915636,      -2.842623087,      -3.334591012,      -2.912788902,      -3.557847958,      0.9223876827,      0.3263007581,      0.7493849919,                 0,                 0,                 0,     0.06742294134,     0.09294399931,      0.8120415407,                 0,        2.25734544,      0.7481615598,   0.0002203976686,   0.0009201249691
        588,           9,      -8.256533651,      -5.495190292,      -5.507850027,      -2.750602478,      -4.718369255,      0.9329898399,      0.3534122251,      0.8782156771,                 0,                 0,                 0,     0.09982438464,     0.08120437702,      0.9431695635,                 0,       2.484961229,      0.7384983115,      -2.947104871,      -2.915174557,      -3.058297202,      -2.933715666,      -3.665620423,       0.922506808,      0.3263701711,       0.749482794,                 0,                 0,                 0,     0.06738610553,     0.09298178468,      0.8121553637,                 0,       2.257441778,      0.7477664121,   0.0001912263531,   0.0007571105607
        589,           9,      -8.272723594,      -5.438012657,      -5.398466003,      -2.771610099,      -4.699607737,      0.9329898399,      0.3480005993,      0.8474287716,                 0,                 0,                 0,     0.08643632881,     0.08503043355,      0.9121456931,                 0,       2.435135955,      0.7344260311,      -2.962630131,      -2.859650358,      -2.950591206,      -2.954260562,      -3.647825945,      0.9226232862,      0.3264202652,      0.7494840136,                 0,                 0,                 0,     0.06731729249,     0.09302933338,      0.8121711761,                 0,       2.257373709,      0.7474030668,   0.0001632951258,   0.0006034564866
        590,           9,      -8.268299013,      -5.274015846,      -5.226487803,      -2.766609624,      -4.632408544,      0.9329898399,      0.3420857922,      0.8141279936,                 0,                 0,                 0,     0.07303050032,     0.08911028065,      0.8785706785,                 0,       2.379894203,      0.7282051395,      -2.957680262,      -2.697634722,      -2.781023148,      -2.949047449,      -3.580926204,      0.9227372043,      0.3264536552,        0.74940419,                 0,                 0,                 0,     0.06722258477,     0.09308460253,      0.8121046028,                 0,       2.257170276,      0.7470739232,   0.0001369392386,   0.0004767620403
        591,           9,      -8.283686824,      -5.222564712,      -5.076167295,      -2.776556539,      -4.601386865,      0.9329898399,      0.3358836406,      0.7797286733,                 0,                 0,                 0,     0.06036126367,     0.09323652156,      0.8438611112,                 0,       2.321424979,      0.6838959559,      -2.973261029,      -2.648411061,      -2.633614146,      -2.959298201,      -3.549909979,       0.922848646,      0.3264729661,      0.7492586468,                 0,                 0,                 0,     0.06710785866,     0.09314562229,      0.8119710651,                 0,       2.256859751,      0.7467805592,   0.0001124376404,   0.0003755072293
        592,           9,      -8.289778433,      -5.090944216,      -5.006627699,      -2.775911477,      -4.549775774,      0.9329898399,      0.3298662835,      0.7462913023,                 0,                 0,                 0,     0.04899292452,     0.09725823549,      0.8101254894,                 0,       2.262405525,      0.7113094129,       -2.98045687,      -2.519070001,      -2.566901574,      -2.959457141,      -3.498982483,      0.9229576911,      0.3264807789,      0.7490622086,                 0,                 0,                 0,     0.06697868374,     0.09321052673,      0.8117854945,                 0,       2.256469175,      0.7465238071,   9.001183665e-05,   0.0002976956384
        593,           9,      -8.302814967,      -4.865133948,      -4.975311505,      -2.732649868,      -4.514045967,      0.9329898399,      0.3240205135,      0.7145824967,                 0,                 0,                 0,     0.03895763856,      0.1009386553,        0.77809307,                 0,       2.205361905,      0.6980055428,      -2.995199946,      -2.295115232,      -2.537857248,      -2.917213681,      -3.464179084,      0.9230644161,      0.3264795819,      0.7488289499,                 0,                 0,                 0,     0.06684023778,     0.09327758024,      0.8115620781,                 0,       2.256023959,      0.7463038158,   7.006516194e-05,   0.0002411551925
        594,           9,      -8.295958454,      -4.836037336,      -5.068386455,      -2.696781948,      -4.461150701,      0.9329898399,      0.3192408967,      0.6871345083,                 0,                 0,                 0,     0.03108906703,      0.1043929002,      0.7504470034,                 0,        2.15240126,      0.6510247726,      -2.990012243,      -2.267051112,      -2.632550773,      -2.882103596,      -3.411814385,      0.9231688942,      0.3264717272,      0.7485719814,                 0,                 0,                 0,     0.06669723834,     0.09334519907,      0.8113140414,                 0,       2.255547551,      0.7461201128,   5.379702601e-05,   0.0002035928303
        595,           9,      -8.215094453,      -4.752314273,      -5.081608666,      -2.597196573,      -4.420929037,      0.9329898399,      0.3148259048,      0.6627498903,                 0,                 0,                 0,     0.02441849991,      0.1073001948,      0.7258370586,                 0,       2.105131376,      0.6734944671,      -2.909894916,      -2.183581784,      -2.647101576,      -2.782485271,      -3.371995235,      0.9232711958,      0.3264593953,      0.7483032761,                 0,                 0,                 0,     0.06655389199,     0.09341196782,      0.8110534718,                 0,       2.255061168,      0.7459716769,   4.082398898e-05,    0.000182646328
