Point ID,Density,Eddy_Viscosity,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Nu_Tilde,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient_0,Skin_Friction_Coefficient_1,Skin_Friction_Coefficient_2,Skin_Friction_Coefficient_Magnitude,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude,Y_Plus
83,0.755472,0,2.14914,-0,6.02302e-08,0,0,0,0,0,0,0.380151,0.65,0.00931665,0.753061,0.859655,-0.307721,0.00454213,-0.000260852,0.0041164,0.00613544,1.12263,0,0,0,0,1.91942
84,0.57157,0,1.61881,-0,6.00336e-08,0,0,0,0,0,0,0.384584,0.65,0.0125112,0.755355,0.647524,-0.731984,0.00512193,-0.000931728,0.00297544,0.00599629,1.11778,0,0,0,0,1.65493
85,0.90133,0,2.57316,-0,6.03951e-08,0,0,0,0,0,0,0.919929,0.65,-0.00889132,1.12643,1.02926,0.0314965,0.00188993,0.000157361,0.000213713,0.00190847,1.12671,0,0,0,0,1.16514
86,0.907804,0,2.5926,-0,6.0412e-08,0,0,0,0,0,0,0.928051,0.65,-0.0079553,1.13307,1.03704,0.0470471,0.00182389,0.000169997,0.000212864,0.00184412,1.12713,0,0,0,0,1.14938
87,0.777022,0,2.21352,-0,6.02976e-08,0,0,0,0,0,0,0.647228,0.65,-0.0295901,0.917758,0.88541,-0.256212,0.00314306,-0.000140941,6.13091e-05,0.00314682,1.1243,0,0,0,0,1.39171
88,0.973736,0,2.79176,-0,6.05897e-08,0,0,0,0,0,0,0.972556,0.65,0.00221359,1.16977,1.1167,0.206377,0.000640358,0.000268474,-7.38473e-05,0.000698276,1.13153,0,0,0,0,0.730284
89,1.11081,0,3.19923,-0,6.07959e-08,0,0,0,0,0,0,0.37945,0.65,-0.00865566,0.7527,1.27969,0.532356,0.00269658,0.000915342,-0.00204226,0.00350432,1.13665,0,0,0,0,1.74246
90,1.19961,0,3.46211,-0,6.0891e-08,0,0,0,0,0,0,0.376916,0.65,-0.00552982,0.751396,1.38485,0.74266,0.0016998,0.00147461,-0.00133937,0.00261872,1.13901,0,0,0,0,1.56214
91,0.981921,0,2.81665,-0,6.06128e-08,0,0,0,0,0,0,0.983187,0.65,-0.000822475,1.17863,1.12666,0.226288,0.00105831,0.000288549,0.000127841,0.00110436,1.1321,0,0,0,0,0.921969
92,0.564521,0,1.59872,-0,6.00295e-08,0,0,0,0,0,0,0.384997,0.65,0.0126823,0.755568,0.639488,-0.748055,0.00509769,-0.000937488,0.0028921,0.00593545,1.11768,0,0,0,0,1.63714
93,0.889749,0,2.52912,-0,6.01982e-08,0,0,0,0,0,0,0.879626,0.65,0.0132736,1.09381,1.01165,-0.00373967,0.00143156,0.00016137,-0.00014018,0.00144743,1.12184,0,0,0,0,1.01167
94,0.899056,0,2.55778,-0,6.02368e-08,0,0,0,0,0,0,0.89291,0.65,0.0118698,1.1045,1.02311,0.0191886,0.00136134,0.000173406,-0.000138084,0.00137926,1.12279,0,0,0,0,0.991826
95,0.78314,0,2.23269,-0,6.03329e-08,0,0,0,0,0,0,0.605544,0.65,-0.0298407,0.888861,0.893077,-0.240877,0.00319614,-0.000141867,7.19202e-06,0.0031993,1.12517,0,0,0,0,1.40798
96,1.19374,0,3.44389,-0,6.0874e-08,0,0,0,0,0,0,0.375278,0.65,0,0.750555,1.37756,0.728081,0.00109343,0.0018937,0.00168826,0.00276259,1.13859,0,0,0,0,1.60095
97,1.11991,0,3.22407,-0,6.07765e-08,0,0,0,0,0,0,0.375568,0.65,0.00217477,0.750704,1.28963,0.552227,0.0017114,0.0015533,0.0029369,0.00373725,1.13617,0,0,0,0,1.80741
98,0.991879,0,2.84677,-0,6.06377e-08,0,0,0,0,0,0,0.9869,0.65,0.000336749,1.18172,1.13871,0.250382,0.000671825,0.000141564,-8.26617e-05,0.000691536,1.13272,0,0,0,0,0.732977
99,0.995145,0,2.85637,-0,6.06414e-08,0,0,0,0,0,0,0.989333,0.65,1.84675e-05,1.18376,1.14255,0.258065,4.76362e-05,4.7211e-05,-0.000164411,0.000177565,1.13281,0,0,0,0,0.38877
100,0.995343,0,2.85696,-0,6.06417e-08,0,0,0,0,0,0,0.989474,0.65,0,1.18387,1.14278,0.258534,1.17216e-05,4.1504e-05,-0.000169426,0.000174829,1.13282,0,0,0,0,0.369162
101,0.98682,0,2.83187,-0,6.06317e-08,0,0,0,0,0,0,0.983554,0.65,0.000774544,1.17893,1.13275,0.238465,0.000545062,0.000272128,-6.12779e-05,0.000612292,1.13257,0,0,0,0,0.688012
102,0.991534,0,2.84575,-0,6.06372e-08,0,0,0,0,0,0,0.986674,0.65,0.000366313,1.18154,1.1383,0.249566,0.000663197,0.000150426,-8.1207e-05,0.000684875,1.13271,0,0,0,0,0.729961
103,0.869406,0,2.46769,-0,6.0132e-08,0,0,0,0,0,0,0.843995,0.65,0.0167353,1.06541,0.987077,-0.0528782,0.00154857,0.000141823,-0.000139371,0.00156128,1.12021,0,0,0,0,1.03977
104,0.875889,0,2.48721,-0,6.01519e-08,0,0,0,0,0,0,0.854802,0.65,0.0156906,1.07398,0.994883,-0.0372667,0.00151282,0.00014938,-0.000139644,0.00152658,1.1207,0,0,0,0,1.0315
105,0.589517,0,1.66638,-0,5.99452e-08,0,0,0,0,0,0,0.527594,0.65,0.0284603,0.837655,0.666554,-0.693925,0.00336943,-0.000188609,0.000131792,0.00337727,1.1156,0,0,0,0,1.2632
106,0.589567,0,1.66651,-0,5.99446e-08,0,0,0,0,0,0,0.528013,0.65,0.02848,0.837919,0.666602,-0.693828,0.00336877,-0.000188474,0.000130916,0.00337658,1.11558,0,0,0,0,1.26314
107,0.589424,0,1.66623,-0,5.99481e-08,0,0,0,0,0,0,0.526245,0.65,0.0283931,0.836803,0.666491,-0.694049,0.00336919,-0.000188576,0.00013445,0.00337714,1.11567,0,0,0,0,1.26302
108,0.587284,0,1.66246,-0,6.00106e-08,0,0,0,0,0,0,0.49694,0.65,0.0269493,0.818643,0.664984,-0.697064,0.00336626,-0.000189125,0.000192522,0.00337706,1.11721,0,0,0,0,1.25937
109,0.586682,0,1.66149,-0,6.00301e-08,0,0,0,0,0,0,0.48821,0.65,0.0264954,0.813358,0.664595,-0.697842,0.00336393,-0.000187884,0.000209342,0.00337567,1.11769,0,0,0,0,1.25805
110,0.836879,0,2.37331,-0,6.00926e-08,0,0,0,0,0,0,0.799453,0.65,0.0206771,1.03056,0.949324,-0.128383,0.00166686,0.000119884,-0.000133221,0.00167646,1.11923,0,0,0,0,1.05776
111,0.588422,0,1.6627,-0,5.99292e-08,0,0,0,0,0,0,0.564407,0.65,0.0294881,0.861351,0.66508,-0.696871,0.00325599,-0.000185495,6.43187e-05,0.0032619,1.11521,0,0,0,0,1.24052
