"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,         335,      -5.998020957,      -4.048681369,      -5.261990284,      -2.315108783
          0,           0,         336,      -6.001929203,      -4.053755416,      -5.270635169,      -2.327983161
          0,           0,         337,      -6.005341285,      -4.058648328,      -5.276789929,      -2.327231596
          0,           0,         338,      -6.008254103,      -4.062826901,      -5.285214933,      -2.338847421
          0,           0,         339,      -6.011501377,      -4.067519307,      -5.291261173,      -2.337699921
          0,           0,         340,      -6.014461967,      -4.071683387,      -5.299374452,      -2.349311724
          0,           0,         341,      -6.017744419,      -4.076342177,      -5.305448565,      -2.348294614
          0,           0,         342,      -6.022443202,      -4.081954675,       -5.31468999,      -2.362058965
          0,           0,         343,      -6.026143885,      -4.086920924,      -5.321011438,      -2.361271055
          0,           0,         344,      -6.029139884,       -4.09102021,      -5.329381236,      -2.372676073
          0,           0,         345,      -6.032227261,      -4.095392857,      -5.335154316,      -2.370764616
          0,           0,         346,      -6.035216481,      -4.099435503,      -5.343584834,      -2.382438088
          0,           0,         347,      -6.038534064,      -4.103948061,      -5.349287643,      -2.381045132
          0,           0,         348,      -6.041711924,      -4.108108916,      -5.357517517,      -2.393092214
          0,           0,         349,      -6.045150191,      -4.112673145,      -5.363334678,      -2.391919109
          0,           0,         350,      -6.048418167,      -4.116872698,      -5.371695429,      -2.404159014
          0,           0,         351,      -6.051945743,      -4.121460202,      -5.377342029,      -2.402890173
          0,           0,         352,      -6.055265806,      -4.125664186,      -5.386047179,      -2.415269622
          0,           0,         353,      -6.060292219,      -4.131538249,      -5.392310308,        -2.4154391
          0,           0,         354,      -6.063901614,      -4.135965791,      -5.400952438,      -2.428087599
          0,           0,         355,      -6.067228859,      -4.140275026,      -5.406664046,      -2.425956197
          0,           0,         356,      -6.070212021,      -4.144100233,      -5.415252475,       -2.43775645
          0,           0,         357,      -6.074992441,      -4.149668196,      -5.421179673,      -2.437383915
          0,           0,         358,      -6.078436773,      -4.153873948,      -5.430040045,      -2.449970713
          0,           0,         359,      -6.081663326,      -4.157990485,      -5.435237601,      -2.447652092
          0,           0,         360,      -6.086033366,      -4.163007071,      -5.444533767,      -2.461254903
          0,           0,         361,      -6.089554909,       -4.16734558,      -5.449817476,      -2.459318968
          0,           0,         362,      -6.092486479,      -4.171013979,      -5.458528657,      -2.471352958
          0,           0,         363,       -6.09700742,      -4.176227976,      -5.464083694,      -2.470496044
          0,           0,         364,      -6.100291143,      -4.180186447,      -5.473098471,      -2.483095289
          0,           0,         365,      -6.103419253,      -4.184068942,      -5.478007239,      -2.480682063
          0,           0,         366,      -6.107725239,      -4.188947089,       -5.48745996,      -2.494338226
          0,           0,         367,      -6.111224893,      -4.193131307,      -5.492528655,      -2.492390279
          0,           0,         368,      -6.114161831,      -4.196701245,       -5.50148525,      -2.504590478
          0,           0,         369,      -6.118691657,       -4.20181242,      -5.506881176,      -2.503682141
          0,           0,         370,      -6.122007743,      -4.205706958,      -5.516196507,      -2.516365413
          0,           0,         371,      -6.125181714,      -4.209498773,      -5.521018679,       -2.51402473
          0,           0,         372,      -6.129524854,      -4.214339284,      -5.530772578,      -2.527627434
          0,           0,         373,      -6.133080208,      -4.218452906,      -5.535783694,      -2.525735654
          0,           0,         374,      -6.136078039,      -4.221984889,      -5.545073897,      -2.537930806
          0,           0,         375,      -6.140659512,      -4.227044504,      -5.550431249,      -2.537009099
          0,           0,         376,      -6.144038694,      -4.230912973,      -5.560078381,      -2.549623007
          0,           0,         377,       -6.14728376,       -4.23465139,      -5.564895096,      -2.547363387
          0,           0,         378,       -6.15168172,       -4.23947899,      -5.574976931,       -2.56077936
          0,           0,         379,      -6.155308289,      -4.243550554,      -5.579978842,      -2.558964492
          0,           0,         380,       -6.15837796,      -4.247065267,      -5.589599479,      -2.571008282
          0,           0,         381,      -6.163021514,         -4.252096,      -5.594960619,      -2.570085302
          0,           0,         382,      -6.166471076,      -4.255955543,      -5.604909758,      -2.582514236
          0,           0,         383,      -6.169794891,      -4.259663066,      -5.609735445,       -2.58030686
          0,           0,         384,      -6.174253167,      -4.264491741,      -5.620118195,      -2.593439351
          0,           0,         385,      -6.177957133,       -4.26854213,      -5.625094457,      -2.591669153
          0,           0,         386,      -6.181102998,      -4.272054899,      -5.634998806,      -2.603463989
          0,           0,         387,      -6.185814166,      -4.277075372,        -5.6403402,      -2.602493461
          0,           0,         388,      -6.189337894,      -4.280940355,      -5.650524456,       -2.61466823
          0,           0,         389,      -6.192745354,      -4.284637351,       -5.65531049,      -2.612441949
          0,           0,         390,      -6.197267596,      -4.289479572,      -5.665928645,      -2.625241959
          0,           0,         391,      -6.201053536,       -4.29352815,      -5.670801368,      -2.623442593
          0,           0,         392,       -6.20427886,      -4.297053416,      -5.680911988,      -2.634955086
          0,           0,         393,      -6.209062188,        -4.3020809,      -5.686145976,      -2.633859304
          0,           0,         394,      -6.212663159,      -4.305964798,      -5.696474331,      -2.645770607
          0,           0,         395,      -6.216158433,      -4.309670169,      -5.701117577,      -2.643447513
          0,           0,         396,      -6.220747779,      -4.314537416,      -5.711881827,      -2.655927218
          0,           0,         397,      -6.224619634,      -4.318601689,      -5.716528493,      -2.654025839
          0,           0,         398,      -6.227927211,       -4.32215258,      -5.726755017,       -2.66529085
          0,           0,         399,       -6.23278667,      -4.327202168,      -5.731755146,      -2.664007758
          0,           0,         400,      -6.236467493,       -4.33111677,      -5.742133596,      -2.675705487
          0,           0,         401,      -6.240054145,      -4.334846695,      -5.746507421,      -2.673239831
          0,           0,         402,       -6.24471329,      -4.339748513,      -5.757329276,      -2.685466938
          0,           0,         403,        -6.2486744,      -4.343842851,      -5.761618735,      -2.683427392
          0,           0,         404,      -6.252066528,      -4.347430019,      -5.771882029,      -2.694529535
          0,           0,         405,      -6.257005508,      -4.352513432,      -5.776522524,      -2.693041645
          0,           0,         406,      -6.260768305,      -4.356467742,       -5.78687739,      -2.704613023
          0,           0,         407,      -6.264449272,      -4.360234472,      -5.790869672,      -2.702005916
          0,           0,         408,      -6.269180439,      -4.365177494,       -5.80168324,      -2.714076773
          0,           0,         409,       -6.27323353,      -4.369312109,      -5.805511863,      -2.711907371
          0,           0,         410,      -6.276711991,      -4.372942791,      -5.815761158,      -2.722947071
          0,           0,         411,      -6.281733291,      -4.378067568,      -5.819949222,      -2.721279293
          0,           0,         412,      -6.285579689,      -4.382067071,      -5.830240394,      -2.732816224
          0,           0,         413,      -6.289357295,      -4.385878251,      -5.833779245,      -2.730103424
          0,           0,         414,      -6.294162225,      -4.390865672,      -5.844549703,      -2.742109752
          0,           0,         415,      -6.298309435,      -4.395046208,      -5.847861612,      -2.739847239
          0,           0,         416,      -6.301875523,      -4.398723841,      -5.858077402,      -2.750908787
          0,           0,         417,       -6.30698136,      -4.403893181,      -5.861766492,      -2.749107412
          0,           0,         418,      -6.310912525,      -4.407939689,      -5.871986098,      -2.760679946
          0,           0,         419,      -6.314788514,      -4.411798391,      -5.875046052,      -2.757908912
          0,           0,         420,      -6.319668489,      -4.416830041,      -5.885764403,      -2.769915279
          0,           0,         421,      -6.323911406,      -4.421057824,      -5.888552167,      -2.767603197
          0,           0,         422,      -6.327565967,      -4.424782286,      -5.898737255,      -2.778737721
          0,           0,         423,      -6.332758012,      -4.429995527,      -5.901923475,      -2.776850316
          0,           0,         424,      -6.336774681,      -4.434087598,      -5.912084402,      -2.788495573
          0,           0,         425,      -6.340750279,      -4.437992954,      -5.914678536,      -2.785708528
          0,           0,         426,      -6.345706151,      -4.443065897,      -5.925350016,      -2.797746445
          0,           0,         427,      -6.350045862,      -4.447338739,      -5.927643454,      -2.795421965
          0,           0,         428,      -6.353789345,       -4.45110707,      -5.937810417,      -2.806646355
          0,           0,         429,      -6.359068767,      -4.456360631,      -5.940521475,      -2.804712556
